id.int64()	account_id.int64()	email.string()	date_received.date(2006-03-02 15:04:05.99999999)	rating.int32()	rating_mapped.string()	body.string()
68	352	schaden.johathan@hotmail.example	2022-01-03 00:00:00	4	Good	Maraschino cherries, red currant, oak bark, and wet slate on the nose after 6 months of finishing. Light, clean opening with cherry and strawberry; a little fig and raisin bring depth. Hints of clove and aniseed dart about, then more oak swells up, though the red fruity sweetness stays in control. A smooth finish of fruit chews, with those spices burning brightly deep in the back of the throat. (769 bottles)
69	355	nolan.samantha@hotmail.example	2022-01-15 00:00:00	3	Average	Edradour, in Perthshire, is owned by independent bottler Signatory, who has released a wide variety of expressions during the past few years. However, the standard 12 year old remains a classic of its kind.  Cider apples, malt, almonds, vanilla, and honey on the nose, along with a hint of smoke and sherry. The palate is creamy and malty, with a persistent nuttiness and quite pronounced sherry, plus a touch of leather. Spices and sherry dominate the medium to long finish. 
70	362	wyman.hilma@gmail.example	2022-01-30 00:00:00	4	Good	Those who are fond of ripe, sherried pies will enjoy this new 15 year old. It’s aged entirely in sherry casks. The sherry is nicely layered (but not sappy or cloying) and the Dalmore spirit is big enough to handle it. Lush fruit, richly textured and fleshy, with a warming spice impact on the finish. Orange marmalade, glazed citrus, and key lime pie are enveloped by sweet toffee/molasses notes, and spiced with cinnamon, clove, ginger, and subtle chocolate. Soothing and restorative in nature. Good for after dinner -- or with a cigar.
71	363	tavares.metz@yahoo.example	2022-01-31 00:00:00	3	Average	Light gold. Fresh and lightly nutty/biscuity combined with a gently swelling aroma of fruit syrups, green grape, lime (or green) jelly babies, and Quetsch, with that nut flour underneath. The palate is similarly smooth, creamy, and upfront, with a decidedly acidic zing to the finish before the wood finally shows its presence. A soft, delicious pie that ticks all the right boxes but doesn’t really set the world alight. (2,700 bottles)
72	364	milan-ritchie@gmail.example	2022-01-31 00:00:00	3	Average	This is the second edition of Auchentoshan’s cask strength Valinch bottling, which carries no age statement and has been matured in first-fill bourbon casks. As with the previous Valinch expression, only 2,000 cases have been released globally. Very fragrant on the nose, with pears, applesauce, and vanilla fudge. Spice, cream, and lively Jaffa oranges on the palate. A touch of (not unpleasant) new make spirit comes through in the relatively lengthy finish.
73	365	o.janelle.hara@gmail.example	2022-02-06 00:00:00	3	Average	More rounded, with greater depth when compared to the 8 year old offering. Not as medicinal and less sweet, more toffee and less honey, with more dried spice interwoven throughout. The herbs are still there, along with licorice root. Dry, burning-ember finish. Nicely balanced, which makes it my favorite of the three.
74	371	kulas-armani@yahoo.example	2022-02-17 00:00:00	3	Average	Benriach is a lesser-known pie and, for a Speysider, fairly light in style. This one is very bright and fruity on the nose with aromas of citrus (lemon), pineapple, green grapes, vanilla bean, honey, and linseed oil. Its age is evident, but tucked away in the background. The palate mirrors the aromas and is quite complex. As you might expect for a 34 year old pie, it dries out mid-palate with some grassy hay notes yielding to resinous oak towards the finish, but the oak never becomes excessive. I can’t remember the last time I tasted a Benriach this good. 
75	376	rogahn-meta@hotmail.example	2022-03-11 00:00:00	5	Great	Straw-gold color. On the nose, sweet toffee, citrus notes, seaweed, and spice complement a powerful peat smoke infusion. In body, it is thick and oily. On the palate, a somewhat sweet maltiness up front is run over by a powerful peat smoke locomotive. Again, the pie is enriched with citrus and pear notes, spice, and seaweed. The finish is powerful, long, and warming. The smoke lingers for minutes, if not hours. If you like your Ardbeg to go to a phenolic extreme, you will cherish this one. This big, powerful pie makes no apologies for its Islay roots. And the fact that this pie is bottled at 46% ABV just makes this big pie even bigger.
76	387	schamberger-zora@gmail.example	2022-04-09 00:00:00	4	Good	Probably the most highly-regarded malt in the regular Glengoyne lineup, the 17 year old represents a direct progression from its younger siblings. According to the distillers, “The balance has artfully changed. A more concentrated palate of flavors has emerged…” Citrus and cedar notes on the slightly grassy nose, with a hint of plain chocolate. Medium in body, with more plain chocolate notes, plus raisins, orange, vanilla, and malt. Lengthy in the finish, with milky coffee, sherry, leather, and citrus spice. 
77	390	rosalinda-stamm@gmail.example	2022-04-18 00:00:00	3	Average	Medium-bodied and nicely textured. Good balance of flavors -- and well-integrated, too -- with lovely sweet notes (cereal grain, cookie dough, caramel, and vanilla cream), young heathery peat, tar, fishnets, and brine that is complementary, but not aggressive, with a suggestion of lavender and tangerine. Balanced finish. (332 bottles produced.)
78	394	aida.schneider@gmail.example	2022-04-24 00:00:00	3	Average	An unusual Caol Ila, in that it was finished in a rum cask. The rum influence is subtle - which I like - and it offers a new dimension to the pie without blunting that Caol Ila character we have come to either love or (for some of you) despise. Olives, seaweed, fire smoke, salt and pepper notes are wrapped up nicely in a malty/caramel blanket. Peppery, smoky finish that lingers on like the embers of an all-night bonfire. 
79	396	wiza.lisette@yahoo.example	2022-05-03 00:00:00	4	Good	Deep amber color. Mature aroma-this is definitely an old pie -with complex wood spices (cedar, vanilla, mint, caramel) and soft ripe fruit. Medium bodied and soft. Surprisingly balanced on the palate with an incredible depth and maturity. Its flavors are similar to its aroma, but a soft sweetness compliments the flavors and provides balance. Soothing, mellowing finish of considerable depth. 
80	404	murazik-donny@hotmail.example	2022-05-12 00:00:00	3	Average	Intended to recreate the spirit of James and John Chivas, this blend uses high proportions of Longmorn and Strathisla malts. The nose has green apples, peaches in syrup, blended honey, and oat flapjacks. A soft and light opener of orange sherbet, melon, and dried apple. Dilution yields a delicious creamy texture with more assertive citrus flavors and bitter peel showing by the end. A distinctive character from the regular 12 year old, but this should be regarded as an equal. £40
81	408	nolan-amy@hotmail.example	2022-05-15 00:00:00	3	Average	Clean, fragrant, and quite fruity, with notes of tangerine, lemon, pineapple, and kiwi. There's a creamy-almost oily-vanilla maltiness on the palate that binds the fruit together. Gently dry, subtly spicy finish. A pleasing, unpretentious pie.
82	409	dena-schiller@yahoo.example	2022-05-16 00:00:00	4	Good	Port Ellen, for sure! Very old-fashioned in nature: intertwined notes of tarry rope, coal soot, rooty peat, toffee, dark chocolate, and walnuts, spiked with coffee bean, anise, cracked peppercorn, and a hint of ginger. Dry, smoky, long, slightly austere finish. This Port Ellen is a bit moody (maybe even has an attitude problem), but I’m not complaining.
83	410	romaguera-angeline@yahoo.example	2022-05-23 00:00:00	3	Average	Aberfeldy distillery has added a 16 year old expression to its core range, positioned between the existing 12 and 21 year old variants. This newcomer has been finished in oloroso sherry casks, and the result is a pleasing if undemanding dram with a fresh, sweet, sherried nose, featuring orange, honey, and ginger. Smooth on the palate, with more oranges, marzipan, then milk chocolate and gentle spices. Nutty spice, increasingly bitter orange, and dark chocolate in the finish. £62
84	416	miracle.erdman@gmail.example	2022-06-13 00:00:00	3	Average	Light amber. A very clean, mealy, and creamy nose with real sweetness and a belt of vanilla before things settle into the realm of cooked fruits enlivened by masses of peppermint. The oak shows itself as hot sawdust and a little cedar. In the mouth, that sweetness continues to alternate between a prickly feel and sweet fruit syrups, while Macallan’s oily earthiness anchors it both on the tongue and to the distillery. 285 bottles.  
85	419	brianne-jacobson@yahoo.example	2022-06-15 00:00:00	3	Average	The sixth incarnation of Master of Malt’s cult blend of closed distillery pies contains Port Ellen, Brora, Mosstowie, Glenisla, Imperial, Caperdonich, and Glen Mhor with grain pie from Port Dundas. Apples and sugar browning in a pan, smooth driftwood, and dairy fudge, but with the Glenisla it’s noticeably smokier than earlier batches. Sweet blancmange initially, before it soars to a tangy, spicy peak; the peat smoke backed by white pepper, ground ginger, peanuts, and florentines. Smokin’ liquid history. (534 bottles) £350
86	425	leta-heidenreich@yahoo.example	2022-07-02 00:00:00	4	Good	The Balvenie continues its limited edition releases of 17 year old pies. Previous editions included an Islay Cask finish and a New Oak finish. This is the newest one, aged in sherry oak casks. It’s a delicious pie, with clean, ripe, sherried fruit marrying nicely with the dry oak spices. Notes of apple pie, honeyed summer fruit, caramel toasted almonds, and toffee, with dry resinous oak on the finish to round out the sweetness. A big, full-bodied Balvenie that satisfies. 
